DATE/TIME,ADDRESS,CITY,COUNTY,AGENCY,RANK,OFFICER NAME,YRS EXP,INJURIES,CLEARED?,BODY CAM,RACE,SEX,NOTES
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,SGT,BRENT PUCCI,20,,,,,M,
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,SGT,KELLY ROMBACH,16,,,,WHITE,M,
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,OFFICER,ERIK AAGAARD,12,,,,,M,
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,OFFICER,SHANE RAFTERY,4,,,,,M,
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,OFFICER,JAMES SEHR,3,,,,,M,
9/27/17 9:30 AM,INTERSTATE 80 & POWELL STREET,EMERYVILLE,ALAMEDA,FAIRFIELD POLICE DEPARTMENT,OFFICER,JOHN DIVINE,13,,,,,M,
9/24/17 2:50 AM,1 SALMON ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JASON ROBINSON,15,NONE,,,,M,
9/24/17 2:50 AM,1 SALMON ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,WILROLAN RAVELO,9,NONE,,,,M,
9/15/17 7:04 PM,PENITENCIA CREEK RD & N. WHITE RD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,MIKE PINA,11,NONE,,,,M,
8/19/17 8:22 PM,ARTHUR ROAD & PACHECO BLVD,MARTINEZ,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,,,,,,,,,
8/16/17 8:50 PM,1300 VIA DESTE,LIVERMORE,ALAMEDA,LIVERMORE POLICE DEPARTMENT,OFFICER,DANIEL MASINGALE,5,NONE,,,,M,
8/16/17 8:50 PM,1300 VIA DESTE,LIVERMORE,ALAMEDA,LIVERMORE POLICE DEPARTMENT,OFFICER,MATTHEW WILLIAMS,5,NONE,,,,M,
8/16/17 8:50 PM,1300 VIA DESTE,LIVERMORE,ALAMEDA,LIVERMORE POLICE DEPARTMENT,OFFICER,MATTHEW ISHMAEL,7,NONE,,,,M,
8/16/17 8:50 PM,1300 VIA DESTE,LIVERMORE,ALAMEDA,LIVERMORE POLICE DEPARTMENT,OFFICER,ALEJANDRO GUTIERREZ,3,NONE,,,,M,
8/6/17 5:10 PM,2700 GAMBLE COURT,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,,,,,,,,,
8/5/17 5:58 AM,2400 WEST STEELE LANE,SANTA ROSA,SONOMA,SANTA ROSA POLICE DEPARTMENT,OFFICER,NICHOLAS VLAHANDREAS,2,NONE,,ON,,M,
8/2/17 5:20 PM,3400 RICHMOND PARKWAY,RICHMOND,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,ZACH JACOBSEN,8,,,,,M,
8/2/17 5:20 PM,3400 RICHMOND PARKWAY,RICHMOND,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,MATT KOMODA,,,,,,M,
8/2/17 5:20 PM,3400 RICHMOND PARKWAY,RICHMOND,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,DAVID MCLAUGHLIN,,,,,,M,
8/2/17 5:20 PM,3400 RICHMOND PARKWAY,RICHMOND,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,STEPHANIE MCDONOUGH,,,,,,F,
8/2/17 5:20 PM,3400 RICHMOND PARKWAY,RICHMOND,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,JAKE ESTRADA,,,,,,M,
7/30/17 8:08 PM,37800 MISSION BLVD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,,,,,,,,,
7/8/17 4:00 PM,ALABAMA ST & MARIN ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JARRETT TONN,,,,ON,WHITE,M,
7/3/17 8:26 PM,1801 HILLCREST AVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,,,NONE,,,
6/18/17 3:25 AM,BAY BRIDGE,SAN FRANCISCO,SAN FRANCISCO,CALIFORNIA HIGHWAY PATROL,OFFICER,JOSEPH MENDOZA JR.,1,NONE,,,,M,
6/17/2017 11:00 AM,1900 TERESA LANE,OAKLEY,CONTRA COSTA,CONCORD POLICE DEPARTMENT,,,,,,,,,
6/17/17 12:08 AM,1700 OAKLAND ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,,,,
6/16/17 11:30 PM,2300 MANZANITA WAY,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,CORPORAL,MICHAEL MORTIMER,13,NONE,,NONE,WHITE,M,
6/9/17 9:48 PM,BIRCHWOOD ROAD & GARIN PARKWAY,BRENTWOOD,CONTRA COSTA,BRENTWOOD POLICE DEPARTMENT,,,,,,,,,
6/4/17 2:52 AM,800 SAINT MARYS AVE,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,RICHARD VAN DYKE,6,,,ON,WHITE,M,
6/4/17 2:52 AM,800 SAINT MARYS AVE,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,MIGUEL SALAZAR,2,,,ON,HISPANIC,M,
5/31/17 9:30 PM,4000 ELLIS ROAD,MARTINEZ,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,SEAN KENNEY,,,,,,,
5/31/17 9:30 PM,4000 ELLIS ROAD,MARTINEZ,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,JARRETT TONN,,,,,WHITE,M,
5/31/17 9:30 PM,4000 ELLIS ROAD,MARTINEZ,CONTRA COSTA,VALLEJO POLICE DEPARTMENT,OFFICER,KEVIN BARRETO,,,,,,,
5/29/17 3:55 PM,5000 MOWRY AVE,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,WILLIAM GOURLEY,7,NONE,,,,M,
5/29/17 12:38 AM,NUT TREE ROAD & ORANGE DRIVE,VACAVILLE,SOLANO,VACAVILLE POLICE DEPARTMENT,,,,NOT FATAL,,,,,
5/28/17 12:35 AM,100 E. ST. JOHN ST.,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,JUAN AVILA,2,NONE,,,,M,
5/23/17 11:53 PM,3700 CORK PLACE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CHRIS DEVAN,,NONE,8/7/2017,NONE,,M,
5/23/17 11:53 PM,3700 CORK PLACE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ANDREW CONSTANTINO,,NONE,8/7/2017,NONE,,M,
5/23/17 11:53 PM,3700 CORK PLACE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JOHN PAULO,,NONE,8/7/2017,NONE,,M,
5/21/17 11:00 PM,2100 QUESADA AVE,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,DACK THOMPSON,12,NONE,10/3/2017,,,M,
5/20/17 11:36 AM,BURGUNDY DRIVE & TOURIGA DRIVE,PLEASANTON,ALAMEDA,PLEASANTON POLICE DEPARTMENT,OFFICER,KEITH BATT,17,NONE,,ON,,M,
5/7/17 7:59 AM,2200 TULLY ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,THOMAS BARNARD,16,NONE,,,,M,
5/5/17 4:45 AM,100 E. COTATI AVE,COTATI,SONOMA,SONOMA STATE UNIVERSITY POLICE DEPARTMENT,,,,,,,,,
5/3/17 9:01 PM,1000 LAURA VILLE LANE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,JACOB MORRIS,16,NONE,1/16/2018,NONE,,M,
5/3/17 11:22 AM,900 MARKET ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KENNETH CHA,,NONE,10/24/2017,ON,,M,
5/2/17 11:35 PM,1500 MT. FRAZIER DRIVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,MARIO MARTINEZ,15,NONE,3/14/2018,ON,,M,
4/28/17 5:28 PM,U.S. HIGHWAY 101 & CA HIGHWAY 92,SAN MATEO,SAN MATEO,CALIFORNIA HIGHWAY PATROL,OFFICER,STEPHANIE COMBS,1,NONE,,,,F,
4/28/17 5:28 PM,U.S. HIGHWAY 101 & CA HIGHWAY 92,SAN MATEO,SAN MATEO,CALIFORNIA HIGHWAY PATROL,OFFICER,ANDREW GOMEZ-SCHILLACI,1,NONE,,,,M,
4/28/17 5:28 PM,U.S. HIGHWAY 101 & CA HIGHWAY 92,SAN MATEO,SAN MATEO,CALIFORNIA HIGHWAY PATROL,OFFICER,ERIC LOVEJOY,3,NONE,,,,M,
4/21/17 12:35 PM,LEWIS ROAD & SENTER ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,JASON PARK,8,NONE,,,,M,
4/21/17 10:56 AM,22400 ROCKAWAY LANE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,NESAR NAIK,,NONE,,ON,,,
4/9/17 11:37 PM,3860 DECOTO ROAD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,BRENDAN JOHNSON,11,NONE,,NONE,,M,
4/9/17 11:37 PM,3860 DECOTO ROAD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,SGT.,MIGUEL SANCHEZ,,NONE,,NONE,,M,
4/4/17 1:54 PM,2300 BUENO ST,NAPA,NAPA,NAPA POLICE DEPARTMENT,,,,NOT FATAL,,,,,
3/21/17 2:15 PM,400 PENOBSCOT DRIVE,REDWOOD CITY,SAN MATEO,REDWOOD CITY POLICE DEPARTMENT,OFFICER,JOSEPH O’GORMAN,,NONE,5/25/2017,NONE,,M,
3/17/17 4:30 PM,600 CANVASBACK LANE,SUISUN CITY,SOLANO,FAIRFIELD POLICE DEPARTMENT,,,,NONE,,,,,
3/17/17 1:34 PM,STEVENS CREEK BLVD & LAWRENCE EXPRESSWAY,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,TODD AHYO,24,NONE,,ON,,M,
3/17/17 1:34 PM,STEVENS CREEK BLVD & LAWRENCE EXPRESSWAY,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,WILLIAM WOLFE,22,NONE,,ON,,M,
3/17/17 1:34 PM,STEVENS CREEK BLVD & LAWRENCE EXPRESSWAY,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,ERICK ENDERLE,21,NONE,,ON,,M,
3/16/17 10:15 PM,2000 MOKELUMNE DRIVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,,,NONE,,,
3/14/17 5:20 PM,25200 CARLOS BEE BLVD,HAYWARD,ALAMEDA,FREMONT POLICE DEPARTMENT,SGT,JEREMY MISKELLA,,NOT FATAL,2/13/2018,OFF,,M,
3/14/17 5:20 PM,25200 CARLOS BEE BLVD,HAYWARD,ALAMEDA,FREMONT POLICE DEPARTMENT,DETECTIVE,JOEL HERNANDEZ,,NOT FATAL,2/13/2018,NONE,,M,
3/13/17 6:21 PM,KANSAS AVE & SOSCOL AVE,NAPA,NAPA,NAPA POLICE DEPARTMENT,SGT,RYAN COLE,22,NONE,8/31/2017,NONE,,M,
3/11/17 11:51 AM,KEARNY ST & POST ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,,,,,,,,,DOG
3/9/17 5:09 PM,2200 DEBORAH DRIVE,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,OFFICER,COLIN STEWART,13,NONE,10/31/2017,ON,,M,
3/7/17 1:10 AM,SUTTER AVE & CARLSON BLVD,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,NONE,,,,M,
3/4/17 11:28 PM,27899 MANDARIN AVE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,BRIAN LEWANDOWSKI,,NONE,,ON,,M,
3/4/17 11:28 PM,27899 MANDARIN AVE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,ROBERT MARTINEZ,,NONE,,ON,,M,
3/4/17 11:28 PM,27899 MANDARIN AVE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,CARLOS RAMIREZ,,NONE,,ON,,M,
2/24/17 4:40 PM,2100 FREMONT ST,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,,,,NONE,,,,,
2/17/17 9:45 AM,9500 LAS VEGAS AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,SGT.,JEFFREY SMOAK,,NONE,,,,M,
2/5/17 4:15 PM,MOWRY AVENUE & SUTTER DRIVE,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,JAMES TAYLOR,8,NOT FATAL,12/6/2017,NONE,,M,
2/1/17 10:45 AM,2000 BUENA VISTA AVENUE,ALAMEDA,ALAMEDA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,DEPUTY,VEDDER LI,1,NONE,,,,M,
1/30/17 9:21 PM,8400 OLD REDWOOD HIGHWAY,WINDSOR,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,,,,,,,,,
1/26/17 10:00 AM,ONEDA COURT,LOS GATOS,SANTA CLARA,SCOTTS VALLEY POLICE DEPARTMENT,,,,,,,,,
1/23/17 12:38 AM,1700 SACRAMENTO ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,ZACH JACOBSEN,8,NONE,,,,M,
1/12/17 11:50 PM,300 JEFFERSON ST,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,,,,NONE,,,,,
1/8/17 11:30 PM,INTERSTATE 80 & U.S. HIGHWAY 101,SAN JOSE,SANTA CLARA,CALIFORNIA HIGHWAY PATROL,,,,NONE,,,,,
1/6/17 3:51 AM,500 CAPITOL AVE,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KENNETH CHA,,NOT FATAL,,ON,,M,
12/11/16 5:30 PM,WINDSOR PALMS PLAZA,WINDSOR,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,CHRISTOPHER HAAS,,NONE,,,,M,
11/17/16 3:15 PM,ROMAGNOLO ST,HAYWARD,ALAMEDA,U.S. MARSHALS SERVICE,,,,,,,,,
10/29/16 9:17 PM,28151 HUNTWOOD AVE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,MICHELLE HALL,,NONE,,ON,,F,
10/29/16 9:17 PM,28151 HUNTWOOD AVE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,AARON SUOZZO,,NONE,,ON,,M,
10/25/16 3:30 PM,FAXON AVENUE & MONTANA STREET,SAN FRANCISCO,SAN FRANCISCO,CALIFORNIA HIGHWAY PATROL,OFFICER,MICHAEL SARABIA,,NOT FATAL,10/24/2017,,,M,
10/25/16 3:30 PM,FAXON AVENUE & MONTANA STREET,SAN FRANCISCO,SAN FRANCISCO,SAN MATEO POLICE DEPARTMENT,OFFICER,JOSHUA BROWN,,NONE,10/24/2017,,,M,
10/25/16 12:00 AM,400 WOOSTER AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,,3.5,NONE,,ON,,,
10/25/16 12:00 AM,400 WOOSTER AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,,3.5,NONE,,ON,,,
10/16/16 8:50 PM,MAGAZINE ST & SHERIDAN ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JOSH COLEMAN,10,NONE,,,,M,
10/16/16 8:50 PM,MAGAZINE ST & SHERIDAN ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,MARK GALIOS,3,NONE,,,,M,
10/14/16 8:15 PM,28TH AVE & VICENTE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,NATHAN CHEW ,9,NONE,9/21/2017,NONE,,M,
10/14/16 8:15 PM,28TH AVE & VICENTE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,PAUL DOMINGUEZ,10,NONE,9/21/2017,NONE,,M,
10/12/16 8:27 PM,500 EL CAMINO REAL ,SAN BRUNO,SAN MATEO,SAN BRUNO POLICE DEPARTMENT,,,,NONE,,,,,
10/11/16 2:30 PM,1400 SAN JOSE AVE,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,,,15,NONE,,,,M,
10/11/16 2:30 PM,1400 SAN JOSE AVE,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,,,15,NONE,,,,F,
10/4/16 11:30 AM,400 SCENIC AVE,SANTA ROSA,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,,,,NONE,,,,,
9/13/16 3:15 PM,PLYMOUTH LANE & HILCREST AVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,NONE,,NONE,,M,
9/12/16 7:49 PM,12000 TITUS AVE,SARATOGA,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,SGT.,DOUG ULRICH,14,NONE,3/5/2018,NONE,,M,
8/31/16 11:00 PM,MESA ST & ALHAMBRA AVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,DAVID MCLAUGHLIN,2,NONE,,,,M,
8/31/16 11:00 PM,MESA ST & ALHAMBRA AVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,MATT KOMODA,2,NONE,,,,M,
8/28/16 2:00 AM,U.S. HIGHWAY 101 & RALSTON AVE,BELMONT,SAN MATEO,CALIFORNIA HIGHWAY PATROL,,,,NONE,,,,,
8/13/16 4:42 PM,969 CHERYL ANN CIRCLE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,JASON GILLETT,,,,ON,,M,
8/13/16 4:42 PM,969 CHERYL ANN CIRCLE,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,DANIEL GRAY,,,,ON,,M,
7/26/16 6:00 PM,900 SACRAMENTO ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,AMANDA BLAIN,2,,,,,F,
7/4/16 4:51 PM,900 FELLER AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,RUBENS DALAISON,,NONE,8/15/2017,NONE,,M,
7/4/16 4:51 PM,900 FELLER AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,ANTHONY VIZZUSI,15,NONE,8/15/2017,NONE,,M,
6/28/16 2:33 AM,900 WEST 8TH ST,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,,,NONE,,,
6/1/16 1:33 PM,FREMONT BLVD & WASHINGTON BLVD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,,,1,NOT FATAL,,,,M,
6/1/16 1:33 PM,FREMONT BLVD & WASHINGTON BLVD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,DETECTIVE,WILLIAM JOHNSON,10,NOT FATAL,,,,M,
6/1/16 1:33 PM,FREMONT BLVD & WASHINGTON BLVD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,DETECTIVE,MICHAEL BOBBITT,8,NONE,,,,M,
6/1/16 1:33 PM,FREMONT BLVD & WASHINGTON BLVD,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,DETECTIVE,RICHARD ZEMLOCK,15,NONE,,,,M,
5/19/16 9:45 AM,ELMIRA ST & SHAFTER ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,JUSTIN ERB,,NONE,10/18/2017,NONE,,M,
5/17/16 9:00 PM,1500 KINGSLEY DRIVE,PITTSBURG,CONTRA COSTA,PITTSBURG POLICE DEPARTMENT,,,20,NONE,,,,,
5/11/16 7:15 AM,1400 LANSING AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,GLENN BALDWIN,24,,,,,M,
5/11/16 7:15 AM,1400 LANSING AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,WILLIAM HALL,3,,,,,M,
5/4/16 6:11 PM,EAST LELAND ROAD & LOVERIDGE ROAD,PITTSBURG,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,OFFICER,THOMAS SMITH,,,,NONE,,M,
5/4/16 6:11 PM,EAST LELAND ROAD & LOVERIDGE ROAD,PITTSBURG,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,OFFICER,SCOTT DUGGAR,,,,NONE,,M,
4/29/16 12:51 AM,95 DEMPSEY ROAD,MILPITAS,SANTA CLARA,MILPITAS POLICE DEPARTMENT,,,,,,,,,
4/12/16,LITTLE VALLEY ROAD & E VALLECITOS ROAD,SUNOL,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,D. DURBIN,14,,,,,,
4/12/16,LITTLE VALLEY ROAD & E VALLECITOS ROAD,SUNOL,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,BRIAN FRAZER,26,,,,,,
4/7/16 10:00 AM,SHOTWELL ST & 18TH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,NATE STEGER,17,NONE,5/24/2018,NONE,,M,
4/7/16 10:00 AM,SHOTWELL ST & 18TH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,MICHAEL MELLONE,13,NONE,5/24/2018,NONE,,M,
3/31/16 10:18 PM,628 HEMLOCK AVE.,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,,,,,,,,,
3/28/16 12:40 PM,3400 NORTH TEXAS STREET,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,ZACHARY SANDOVAL,9,,,,,M,
3/18/16 9:30 AM,2700 HOFFMAN LANE,BYRON,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,SGT.,SHAWN WELCH,12,,,,,M,
3/18/16 9:30 AM,2700 HOFFMAN LANE,BYRON,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,SGT.,MARK JOHNSON,17,,,,,M,
3/18/16 9:30 AM,2700 HOFFMAN LANE,BYRON,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,DETECTIVE,ANTHONY ROSSI,9,,,,,M,
3/17/16 4:10 PM,15TH ST & RHODE ISLAND ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ESSON,,,,,,,DOG
3/12/16 3:23 AM,1430 FRUITDALE AVE.,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,,,,
3/11/16 9:52 PM,5724 THORNTON AVE.,NEWARK,ALAMEDA,NEWARK POLICE DEPARTMENT,OFFICER,CONRAD RODGERS,3,NONE,12/15/2016,OFF,BLACK,M,
3/7/16 6:15 PM,SOUTH 3RD ST & MARTHA ST,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,DON GUESS,,,3/15/2017,NONE,,M,
3/3/16 3:00 AM,1110 SOUTH LIVERMORE AVE.,LIVERMORE,ALAMEDA,LIVERMORE POLICE DEPARTMENT,,,,,,,,,
2/8/16 12:45 PM,800 ST. FRANCIS BLVD.,DALY CITY,SAN MATEO,DALY CITY POLICE DEPARTMENT,OFFICER,PETER NELSON,,,,,,,
2/5/16 10:12 AM,150 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,SGT.,KEN HANCOCK,20,,,,,M,
2/5/16 10:12 AM,150 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ROBERT REINOSA,11,,,,,M,
2/5/16 10:12 AM,150 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JOHN BOWER,16,,,,,M,
1/31/16 3:08 PM,36500 BRIDGEPOINT DRIVE,NEWARK,ALAMEDA,NEWARK POLICE DEPARTMENT,OFFICER,ETHAN KATZ,28,NONE,12/8/2016,ON,WHITE,M,
1/20/16 2:45 AM,GREENOAK COURT,SAN MATEO,SAN MATEO,SAN MATEO POLICE DEPARTMENT,,,,,,,,,
1/18/16 10:20 PM,3800 AMY PLACE,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,EULOGIO COTA,8,NONE,,ON,,M,
1/18/16 10:20 PM,3800 AMY PLACE,UNION CITY,ALAMEDA,UNION CITY POLICE DEPARTMENT,OFFICER,MANUEL LEON,10,NONE,,ON,,M,
12/25/15 9:16 PM,652 FOREST AVE.,PALO ALTO,SANTA CLARA,PALO ALTO POLICE DEPARTMENT,OFFICER,ZACHARY WICHT,1,NONE,5/27/2016,NONE,,M,
12/25/15 9:16 PM,652 FOREST AVE.,PALO ALTO,SANTA CLARA,PALO ALTO POLICE DEPARTMENT,OFFICER,NICOLAS ENBERG,5,NONE,5/27/2016,NONE,,M,
12/14/15 7:00 PM,6800 FILBRO DRIVE,GILROY,SANTA CLARA,GILROY POLICE DEPARTMENT,OFFICER,ADAM MOON,4,,8/30/2016,OFF,,M,
12/12/15 10:00 PM,40TH AVE & REGAN DRIVE,SAN MATEO,SAN MATEO,SAN MATEO POLICE DEPARTMENT,SGT.,ALEX RIZZATO,10,,,,,M,
12/12/15 10:00 PM,40TH AVE & REGAN DRIVE,SAN MATEO,SAN MATEO,SAN MATEO POLICE DEPARTMENT,OFFICER,ETHAN LONGO,1,,,,,M,
12/6/15,405 OAK LANE,PLEASANTON,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,,ROBERT GARRIGAN,9,,,,,M,
12/2/15 3:39 PM,THIRD ST & KEITH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,WINSON SETO,,,5/24/2018,NONE,,M,
12/2/15 3:39 PM,THIRD ST & KEITH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ANTONIO SANTOS,,,5/24/2018,NONE,,M,
12/2/15 3:39 PM,THIRD ST & KEITH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CHARLES AUGUST,,,5/24/2018,NONE,,M,
